,x,xdot,theta,theta_dot
4303,-5.83,-0.00,0.00,0.00
4304,-5.83,-0.00,0.00,0.00
4305,-5.83,-0.00,0.00,0.00
4306,-5.83,-0.00,0.00,0.00
4307,-5.83,-0.00,0.00,0.00
4308,-5.83,0.00,0.00,0.00
4309,-5.83,-0.00,-0.00,0.00
4310,-5.83,-0.00,-0.00,0.00
4311,-5.83,-0.00,-0.00,0.00
4312,-5.83,-0.00,-0.00,0.00
4313,-5.83,-0.00,-0.00,0.00
4314,-5.83,-0.00,-0.00,0.00
4315,-5.83,-0.00,-0.00,0.00
4316,-5.83,-0.00,-0.00,0.00
4317,-5.83,-0.00,-0.00,0.00
4318,-5.83,-0.00,-0.00,0.00
4319,-5.83,-0.00,-0.00,0.00
4320,-5.83,-0.00,-0.00,0.00
4321,-5.83,-0.00,-0.00,0.00
4322,-5.83,-0.00,-0.00,0.00
4323,-5.83,-0.00,-0.00,0.00
4324,-5.83,-0.00,-0.00,0.00
4325,-5.83,-0.00,-0.00,0.00
4326,-5.83,-0.00,-0.00,0.00
4327,-5.83,-0.00,0.00,0.00
4328,-5.83,-0.00,0.00,0.00
4329,-5.83,-0.00,0.00,0.00
4330,-5.83,-0.00,0.00,0.00
4331,-5.83,-0.00,0.00,0.00
4332,-5.83,-0.00,0.00,0.00
4333,-5.83,-0.00,0.00,0.00
4334,-5.83,-0.00,0.00,0.00
4335,-5.83,-0.00,0.00,0.00
4336,-5.83,-0.00,0.00,0.00
4337,-5.83,-0.00,0.00,0.00
4338,-5.83,-0.00,0.00,0.00
4339,-5.83,0.00,0.00,0.00
4340,-5.83,-0.00,-0.00,0.00
4341,-5.83,-0.00,-0.00,0.00
4342,-5.83,-0.00,-0.00,0.00
4343,-5.83,-0.00,-0.00,0.00
4344,-5.83,-0.00,-0.00,0.00
4345,-5.83,-0.00,-0.00,0.00
4346,-5.83,-0.00,-0.00,0.00
4347,-5.83,-0.00,-0.00,0.00
4348,-5.83,-0.00,-0.00,0.00
4349,-5.83,-0.00,-0.00,0.00
4350,-5.83,-0.00,-0.00,0.00
4351,-5.83,-0.00,-0.00,0.00
4352,-5.83,-0.00,-0.00,0.00
4353,-5.83,-0.00,-0.00,0.00
4354,-5.83,-0.00,-0.00,0.00
4355,-5.83,-0.00,-0.00,0.00
4356,-5.83,-0.00,-0.00,0.00
4357,-5.83,-0.00,-0.00,0.00
4358,-5.83,-0.00,0.00,0.00
4359,-5.83,-0.00,0.00,0.00
4360,-5.83,-0.00,0.00,0.00
4361,-5.83,-0.00,0.00,0.00
4362,-5.83,-0.00,0.00,0.00
4363,-5.83,-0.00,0.00,0.00
4364,-5.83,-0.00,0.00,0.00
4365,-5.83,-0.00,0.00,0.00
4366,-5.83,-0.00,0.00,0.00
4367,-5.83,-0.00,0.00,0.00
4368,-5.83,-0.00,0.00,0.00
4369,-5.83,-0.00,0.00,0.00
4370,-5.83,0.00,0.00,0.00
4371,-5.83,-0.00,-0.00,0.00
4372,-5.83,-0.00,-0.00,0.00
4373,-5.83,-0.00,-0.00,0.00
4374,-5.83,-0.00,-0.00,0.00
4375,-5.83,-0.00,-0.00,0.00
4376,-5.83,-0.00,-0.00,0.00
4377,-5.83,-0.00,-0.00,0.00
4378,-5.83,-0.00,-0.00,0.00
4379,-5.83,-0.00,-0.00,0.00
4380,-5.83,-0.00,-0.00,0.00
4381,-5.83,-0.00,-0.00,0.00
4382,-5.83,-0.00,-0.00,0.00
4383,-5.83,-0.00,-0.00,0.00
4384,-5.83,-0.00,-0.00,0.00
4385,-5.83,-0.00,-0.00,0.00
4386,-5.83,-0.00,-0.00,0.00
4387,-5.83,-0.00,-0.00,0.00
4388,-5.83,-0.00,-0.00,0.00
4389,-5.83,-0.00,0.00,0.00
4390,-5.83,-0.00,0.00,0.00
4391,-5.83,-0.00,0.00,0.00
4392,-5.83,-0.00,0.00,0.00
4393,-5.83,-0.00,0.00,0.00
4394,-5.83,-0.00,0.00,0.00
4395,-5.83,-0.00,0.00,0.00
4396,-5.83,-0.00,0.00,0.00
4397,-5.83,-0.00,0.00,0.00
4398,-5.83,-0.00,0.00,0.00
4399,-5.83,-0.00,0.00,0.00
4400,-5.83,-0.00,0.00,0.00
4401,-5.83,0.00,0.00,0.00
4402,-5.83,-0.00,-0.00,0.00
4403,-5.83,-0.00,-0.00,0.00
4404,-5.83,-0.00,-0.00,0.00
4405,-5.83,-0.00,-0.00,0.00
4406,-5.83,-0.00,-0.00,0.00
4407,-5.83,-0.00,-0.00,0.00
4408,-5.83,-0.00,-0.00,0.00
4409,-5.83,-0.00,-0.00,0.00
4410,-5.83,-0.00,-0.00,0.00
4411,-5.83,-0.00,-0.00,0.00
4412,-5.83,-0.00,-0.00,0.00
4413,-5.83,-0.00,-0.00,0.00
4414,-5.83,-0.00,-0.00,0.00
4415,-5.83,-0.00,-0.00,0.00
4416,-5.83,-0.00,-0.00,0.00
4417,-5.83,-0.00,-0.00,0.00
4418,-5.83,-0.00,-0.00,0.00
4419,-5.83,-0.00,-0.00,0.00
4420,-5.83,-0.00,0.00,0.00
4421,-5.83,-0.00,0.00,0.00
4422,-5.83,-0.00,0.00,0.00
4423,-5.83,-0.00,0.00,0.00
4424,-5.83,-0.00,0.00,0.00
4425,-5.83,-0.00,0.00,0.00
4426,-5.83,-0.00,0.00,0.00
4427,-5.83,-0.00,0.00,0.00
4428,-5.83,-0.00,0.00,0.00
4429,-5.83,-0.00,0.00,0.00
4430,-5.83,-0.00,0.00,0.00
4431,-5.83,-0.00,0.00,0.00
4432,-5.83,0.00,0.00,0.00
4433,-5.83,-0.00,-0.00,0.00
4434,-5.83,-0.00,-0.00,0.00
4435,-5.83,-0.00,-0.00,0.00
4436,-5.83,-0.00,-0.00,0.00
4437,-5.83,-0.00,-0.00,0.00
4438,-5.83,-0.00,-0.00,0.00
4439,-5.83,-0.00,-0.00,0.00
4440,-5.83,-0.00,-0.00,0.00
4441,-5.83,-0.00,-0.00,0.00
4442,-5.83,-0.00,-0.00,0.00
4443,-5.83,-0.00,-0.00,0.00
4444,-5.83,-0.00,-0.00,0.00
4445,-5.83,-0.00,-0.00,0.00
4446,-5.83,-0.00,-0.00,0.00
4447,-5.83,-0.00,-0.00,0.00
4448,-5.83,-0.00,-0.00,0.00
4449,-5.83,-0.00,-0.00,0.00
4450,-5.83,-0.00,-0.00,0.00
4451,-5.83,-0.00,0.00,0.00
4452,-5.83,-0.00,0.00,0.00
4453,-5.83,-0.00,0.00,0.00
4454,-5.83,-0.00,0.00,0.00
4455,-5.83,-0.00,0.00,0.00
4456,-5.83,-0.00,0.00,0.00
4457,-5.83,-0.00,0.00,0.00
4458,-5.83,-0.00,0.00,0.00
4459,-5.83,-0.00,0.00,0.00
4460,-5.83,-0.00,0.00,0.00
4461,-5.83,-0.00,0.00,0.00
4462,-5.83,-0.00,0.00,0.00
4463,-5.83,0.00,0.00,0.00
4464,-5.83,-0.00,-0.00,0.00
4465,-5.83,-0.00,-0.00,0.00
4466,-5.83,-0.00,-0.00,0.00
4467,-5.83,-0.00,-0.00,0.00
4468,-5.83,-0.00,-0.00,0.00
4469,-5.83,-0.00,-0.00,0.00
4470,-5.83,-0.00,-0.00,0.00
4471,-5.83,-0.00,-0.00,0.00
4472,-5.83,-0.00,-0.00,0.00
4473,-5.83,-0.00,-0.00,0.00
4474,-5.83,-0.00,-0.00,0.00
4475,-5.83,-0.00,-0.00,0.00
4476,-5.83,-0.00,-0.00,0.00
4477,-5.83,-0.00,-0.00,0.00
4478,-5.83,-0.00,-0.00,0.00
4479,-5.83,-0.00,-0.00,0.00
4480,-5.83,-0.00,-0.00,0.00
4481,-5.83,-0.00,-0.00,0.00
4482,-5.83,-0.00,0.00,0.00
4483,-5.83,-0.00,0.00,0.00
4484,-5.83,-0.00,0.00,0.00
4485,-5.83,-0.00,0.00,0.00
4486,-5.83,-0.00,0.00,0.00
4487,-5.83,-0.00,0.00,0.00
4488,-5.83,-0.00,0.00,0.00
4489,-5.83,-0.00,0.00,0.00
4490,-5.83,-0.00,0.00,0.00
4491,-5.83,-0.00,0.00,0.00
4492,-5.83,-0.00,0.00,0.00
4493,-5.83,-0.00,0.00,0.00
4494,-5.83,0.00,0.00,0.00
4495,-5.83,-0.00,-0.00,0.00
4496,-5.83,-0.00,-0.00,0.00
4497,-5.83,-0.00,-0.00,0.00
4498,-5.83,-0.00,-0.00,0.00
4499,-5.83,-0.00,-0.00,0.00
4500,-5.83,-0.00,-0.00,0.00
4501,-5.83,-0.00,-0.00,0.00
4502,-5.83,-0.00,-0.00,0.00
4503,-5.83,-0.00,-0.00,0.00
4504,-5.83,-0.00,-0.00,0.00
4505,-5.83,-0.00,-0.00,0.00
4506,-5.83,-0.00,-0.00,0.00
4507,-5.83,-0.00,-0.00,0.00
4508,-5.83,-0.00,-0.00,0.00
4509,-5.83,-0.00,-0.00,0.00
4510,-5.83,-0.00,-0.00,0.00
4511,-5.83,-0.00,-0.00,0.00
4512,-5.83,-0.00,-0.00,0.00
4513,-5.83,-0.00,0.00,0.00
4514,-5.83,-0.00,0.00,0.00
4515,-5.83,-0.00,0.00,0.00
4516,-5.83,-0.00,0.00,0.00
4517,-5.83,-0.00,0.00,0.00
4518,-5.83,-0.00,0.00,0.00
4519,-5.83,-0.00,0.00,0.00
4520,-5.83,-0.00,0.00,0.00
4521,-5.83,-0.00,0.00,0.00
4522,-5.83,-0.00,0.00,0.00
4523,-5.83,-0.00,0.00,0.00
4524,-5.83,-0.00,0.00,0.00
4525,-5.83,0.00,0.00,0.00
4526,-5.83,-0.00,-0.00,0.00
4527,-5.83,-0.00,-0.00,0.00
4528,-5.83,-0.00,-0.00,0.00
4529,-5.83,-0.00,-0.00,0.00
4530,-5.83,-0.00,-0.00,0.00
4531,-5.83,-0.00,-0.00,0.00
4532,-5.83,-0.00,-0.00,0.00
4533,-5.83,-0.00,-0.00,0.00
4534,-5.83,-0.00,-0.00,0.00
4535,-5.83,-0.00,-0.00,0.00
4536,-5.83,-0.00,-0.00,0.00
4537,-5.83,-0.00,-0.00,0.00
4538,-5.83,-0.00,-0.00,0.00
4539,-5.83,-0.00,-0.00,0.00
4540,-5.83,-0.00,-0.00,0.00
4541,-5.83,-0.00,-0.00,0.00
4542,-5.83,-0.00,-0.00,0.00
4543,-5.83,-0.00,-0.00,0.00
4544,-5.83,-0.00,0.00,0.00
4545,-5.83,-0.00,0.00,0.00
4546,-5.83,-0.00,0.00,0.00
4547,-5.83,-0.00,0.00,0.00
4548,-5.83,-0.00,0.00,0.00
4549,-5.83,-0.00,0.00,0.00
4550,-5.83,-0.00,0.00,0.00
4551,-5.83,-0.00,0.00,0.00
4552,-5.83,-0.00,0.00,0.00
4553,-5.83,-0.00,0.00,0.00
4554,-5.83,-0.00,0.00,0.00
4555,-5.83,-0.00,0.00,0.00
4556,-5.83,0.00,0.00,0.00
4557,-5.83,-0.00,-0.00,0.00
4558,-5.83,-0.00,-0.00,0.00
4559,-5.83,-0.00,-0.00,0.00
4560,-5.83,-0.00,-0.00,0.00
4561,-5.83,-0.00,-0.00,0.00
4562,-5.83,-0.00,-0.00,0.00
4563,-5.83,-0.00,-0.00,0.00
4564,-5.83,-0.00,-0.00,0.00
4565,-5.83,-0.00,-0.00,0.00
4566,-5.83,-0.00,-0.00,0.00
4567,-5.83,-0.00,-0.00,0.00
4568,-5.83,-0.00,-0.00,0.00
4569,-5.83,-0.00,-0.00,0.00
4570,-5.83,-0.00,-0.00,0.00
4571,-5.83,-0.00,-0.00,0.00
4572,-5.83,-0.00,-0.00,0.00
4573,-5.83,-0.00,-0.00,0.00
4574,-5.83,-0.00,-0.00,0.00
4575,-5.83,-0.00,0.00,0.00
4576,-5.83,-0.00,0.00,0.00
4577,-5.83,-0.00,0.00,0.00
4578,-5.83,-0.00,0.00,0.00
4579,-5.83,-0.00,0.00,0.00
4580,-5.83,-0.00,0.00,0.00
4581,-5.83,-0.00,0.00,0.00
4582,-5.83,-0.00,0.00,0.00
4583,-5.83,-0.00,0.00,0.00
4584,-5.83,-0.00,0.00,0.00
4585,-5.83,-0.00,0.00,0.00
4586,-5.83,-0.00,0.00,0.00
4587,-5.83,0.00,0.00,0.00
4588,-5.83,-0.00,-0.00,0.00
4589,-5.83,-0.00,-0.00,0.00
4590,-5.83,-0.00,-0.00,0.00
4591,-5.83,-0.00,-0.00,0.00
4592,-5.83,-0.00,-0.00,0.00
4593,-5.83,-0.00,-0.00,0.00
4594,-5.83,-0.00,-0.00,0.00
4595,-5.83,-0.00,-0.00,0.00
4596,-5.83,-0.00,-0.00,0.00
4597,-5.83,-0.00,-0.00,0.00
4598,-5.83,-0.00,-0.00,0.00
4599,-5.83,-0.00,-0.00,0.00
4600,-5.83,-0.00,-0.00,0.00
4601,-5.83,-0.00,-0.00,0.00
4602,-5.83,-0.00,-0.00,0.00
4603,-5.83,-0.00,-0.00,0.00
4604,-5.83,-0.00,-0.00,0.00
4605,-5.83,-0.00,-0.00,0.00
4606,-5.83,-0.00,0.00,0.00
4607,-5.83,-0.00,0.00,0.00
4608,-5.83,-0.00,0.00,0.00
4609,-5.83,-0.00,0.00,0.00
4610,-5.83,-0.00,0.00,0.00
4611,-5.83,-0.00,0.00,0.00
4612,-5.83,-0.00,0.00,0.00
4613,-5.83,-0.00,0.00,0.00
4614,-5.83,-0.00,0.00,0.00
4615,-5.83,-0.00,0.00,0.00
4616,-5.83,-0.00,0.00,0.00
4617,-5.83,-0.00,0.00,0.00
4618,-5.83,0.00,0.00,0.00
4619,-5.83,-0.00,-0.00,0.00
4620,-5.83,-0.00,-0.00,0.00
4621,-5.83,-0.00,-0.00,0.00
4622,-5.83,-0.00,-0.00,0.00
4623,-5.83,-0.00,-0.00,0.00
4624,-5.83,-0.00,-0.00,0.00
4625,-5.83,-0.00,-0.00,0.00
4626,-5.83,-0.00,-0.00,0.00
4627,-5.83,-0.00,-0.00,0.00
4628,-5.83,-0.00,-0.00,0.00
4629,-5.83,-0.00,-0.00,0.00
4630,-5.83,-0.00,-0.00,0.00
4631,-5.83,-0.00,-0.00,0.00
4632,-5.83,-0.00,-0.00,0.00
4633,-5.83,-0.00,-0.00,0.00
4634,-5.83,-0.00,-0.00,0.00
4635,-5.83,-0.00,-0.00,0.00
4636,-5.83,-0.00,-0.00,0.00
4637,-5.83,-0.00,0.00,0.00
4638,-5.83,-0.00,0.00,0.00
4639,-5.83,-0.00,0.00,0.00
4640,-5.83,-0.00,0.00,0.00
4641,-5.83,-0.00,0.00,0.00
4642,-5.83,-0.00,0.00,0.00
4643,-5.83,-0.00,0.00,0.00
4644,-5.83,-0.00,0.00,0.00
4645,-5.83,-0.00,0.00,0.00
4646,-5.83,-0.00,0.00,0.00
4647,-5.83,-0.00,0.00,0.00
4648,-5.83,-0.00,0.00,0.00
4649,-5.83,0.00,0.00,0.00
4650,-5.83,-0.00,-0.00,0.00
4651,-5.83,-0.00,-0.00,0.00
4652,-5.83,-0.00,-0.00,0.00
4653,-5.83,-0.00,-0.00,0.00
4654,-5.83,-0.00,-0.00,0.00
4655,-5.83,-0.00,-0.00,0.00
4656,-5.83,-0.00,-0.00,0.00
4657,-5.83,-0.00,-0.00,0.00
4658,-5.83,-0.00,-0.00,0.00
4659,-5.83,-0.00,-0.00,0.00
4660,-5.83,-0.00,-0.00,0.00
4661,-5.83,-0.00,-0.00,0.00
4662,-5.83,-0.00,-0.00,0.00
4663,-5.83,-0.00,-0.00,0.00
4664,-5.83,-0.00,-0.00,0.00
4665,-5.83,-0.00,-0.00,0.00
4666,-5.83,-0.00,-0.00,0.00
4667,-5.83,-0.00,-0.00,0.00
4668,-5.83,-0.00,0.00,0.00
4669,-5.83,-0.00,0.00,0.00
4670,-5.83,-0.00,0.00,0.00
4671,-5.83,-0.00,0.00,0.00
4672,-5.83,-0.00,0.00,0.00
4673,-5.83,-0.00,0.00,0.00
4674,-5.83,-0.00,0.00,0.00
4675,-5.83,-0.00,0.00,0.00
4676,-5.83,-0.00,0.00,0.00
4677,-5.83,-0.00,0.00,0.00
4678,-5.83,-0.00,0.00,0.00
4679,-5.83,-0.00,0.00,0.00
4680,-5.83,0.00,0.00,0.00
4681,-5.83,-0.00,-0.00,0.00
4682,-5.83,-0.00,-0.00,0.00
4683,-5.83,-0.00,-0.00,0.00
4684,-5.83,-0.00,-0.00,0.00
4685,-5.83,-0.00,-0.00,0.00
4686,-5.83,-0.00,-0.00,0.00
4687,-5.83,-0.00,-0.00,0.00
4688,-5.83,-0.00,-0.00,0.00
4689,-5.83,-0.00,-0.00,0.00
4690,-5.83,-0.00,-0.00,0.00
4691,-5.83,-0.00,-0.00,0.00
4692,-5.83,-0.00,-0.00,0.00
4693,-5.83,-0.00,-0.00,0.00
4694,-5.83,-0.00,-0.00,0.00
4695,-5.83,-0.00,-0.00,0.00
4696,-5.83,-0.00,-0.00,0.00
4697,-5.83,-0.00,-0.00,0.00
4698,-5.83,-0.00,-0.00,0.00
4699,-5.83,-0.00,0.00,0.00
4700,-5.83,-0.00,0.00,0.00
4701,-5.83,-0.00,0.00,0.00
4702,-5.83,-0.00,0.00,0.00
4703,-5.83,-0.00,0.00,0.00
4704,-5.83,-0.00,0.00,0.00
4705,-5.83,-0.00,0.00,0.00
4706,-5.83,-0.00,0.00,0.00
4707,-5.83,-0.00,0.00,0.00
4708,-5.83,-0.00,0.00,0.00
4709,-5.83,-0.00,0.00,0.00
4710,-5.83,-0.00,0.00,0.00
4711,-5.83,0.00,0.00,0.00
4712,-5.83,-0.00,-0.00,0.00
4713,-5.83,-0.00,-0.00,0.00
4714,-5.83,-0.00,-0.00,0.00
4715,-5.83,-0.00,-0.00,0.00
4716,-5.83,-0.00,-0.00,0.00
4717,-5.83,-0.00,-0.00,0.00
4718,-5.83,-0.00,-0.00,0.00
4719,-5.83,-0.00,-0.00,0.00
4720,-5.83,-0.00,-0.00,0.00
4721,-5.83,-0.00,-0.00,0.00
4722,-5.83,-0.00,-0.00,0.00
4723,-5.83,-0.00,-0.00,0.00
4724,-5.83,-0.00,-0.00,0.00
4725,-5.83,-0.00,-0.00,0.00
4726,-5.83,-0.00,-0.00,0.00
4727,-5.83,-0.00,-0.00,0.00
4728,-5.83,-0.00,-0.00,0.00
4729,-5.83,-0.00,-0.00,0.00
4730,-5.83,-0.00,0.00,0.00
4731,-5.83,-0.00,0.00,0.00
4732,-5.83,-0.00,0.00,0.00
4733,-5.83,-0.00,0.00,0.00
4734,-5.83,-0.00,0.00,0.00
4735,-5.83,-0.00,0.00,0.00
4736,-5.83,-0.00,0.00,0.00
4737,-5.83,-0.00,0.00,0.00
4738,-5.83,-0.00,0.00,0.00
4739,-5.83,-0.00,0.00,0.00
4740,-5.83,-0.00,0.00,0.00
4741,-5.83,-0.00,0.00,0.00
4742,-5.83,0.00,0.00,0.00
4743,-5.83,-0.00,-0.00,0.00
4744,-5.83,-0.00,-0.00,0.00
4745,-5.83,-0.00,-0.00,0.00
4746,-5.83,-0.00,-0.00,0.00
4747,-5.83,-0.00,-0.00,0.00
4748,-5.83,-0.00,-0.00,0.00
4749,-5.83,-0.00,-0.00,0.00
4750,-5.83,-0.00,-0.00,0.00
4751,-5.83,-0.00,-0.00,0.00
4752,-5.83,-0.00,-0.00,0.00
4753,-5.83,-0.00,-0.00,0.00
4754,-5.83,-0.00,-0.00,0.00
4755,-5.83,-0.00,-0.00,0.00
4756,-5.83,-0.00,-0.00,0.00
4757,-5.83,-0.00,-0.00,0.00
4758,-5.83,-0.00,-0.00,0.00
4759,-5.83,-0.00,-0.00,0.00
4760,-5.83,-0.00,-0.00,0.00
4761,-5.83,-0.00,0.00,0.00
4762,-5.83,-0.00,0.00,0.00
4763,-5.83,-0.00,0.00,0.00
4764,-5.83,-0.00,0.00,0.00
4765,-5.83,-0.00,0.00,0.00
4766,-5.83,-0.00,0.00,0.00
4767,-5.83,-0.00,0.00,0.00
4768,-5.83,-0.00,0.00,0.00
4769,-5.83,-0.00,0.00,0.00
4770,-5.83,-0.00,0.00,0.00
4771,-5.83,-0.00,0.00,0.00
4772,-5.83,-0.00,0.00,0.00
4773,-5.83,0.00,0.00,0.00
4774,-5.83,-0.00,-0.00,0.00
4775,-5.83,-0.00,-0.00,0.00
4776,-5.83,-0.00,-0.00,0.00
4777,-5.83,-0.00,-0.00,0.00
4778,-5.83,-0.00,-0.00,0.00
4779,-5.83,-0.00,-0.00,0.00
4780,-5.83,-0.00,-0.00,0.00
4781,-5.83,-0.00,-0.00,0.00
4782,-5.83,-0.00,-0.00,0.00
4783,-5.83,-0.00,-0.00,0.00
4784,-5.83,-0.00,-0.00,0.00
4785,-5.83,-0.00,-0.00,0.00
4786,-5.83,-0.00,-0.00,0.00
4787,-5.83,-0.00,-0.00,0.00
4788,-5.83,-0.00,-0.00,0.00
4789,-5.83,-0.00,-0.00,0.00
4790,-5.83,-0.00,-0.00,0.00
4791,-5.83,-0.00,-0.00,0.00
4792,-5.83,-0.00,0.00,0.00
4793,-5.83,-0.00,0.00,0.00
4794,-5.83,-0.00,0.00,0.00
4795,-5.83,-0.00,0.00,0.00
4796,-5.83,-0.00,0.00,0.00
4797,-5.83,-0.00,0.00,0.00
4798,-5.83,-0.00,0.00,0.00
4799,-5.83,-0.00,0.00,0.00
4800,-5.83,-0.00,0.00,0.00
4801,-5.83,-0.00,0.00,0.00
4802,-5.83,-0.00,0.00,0.00
4803,-5.83,-0.00,0.00,0.00
4804,-5.83,0.00,0.00,0.00
4805,-5.83,-0.00,-0.00,0.00
4806,-5.83,-0.00,-0.00,0.00
4807,-5.83,-0.00,-0.00,0.00
4808,-5.83,-0.00,-0.00,0.00
4809,-5.83,-0.00,-0.00,0.00
4810,-5.83,-0.00,-0.00,0.00
4811,-5.83,-0.00,-0.00,0.00
4812,-5.83,-0.00,-0.00,0.00
4813,-5.83,-0.00,-0.00,0.00
4814,-5.83,-0.00,-0.00,0.00
4815,-5.83,-0.00,-0.00,0.00
4816,-5.83,-0.00,-0.00,0.00
4817,-5.83,-0.00,-0.00,0.00
4818,-5.83,-0.00,-0.00,0.00
4819,-5.83,-0.00,-0.00,0.00
4820,-5.83,-0.00,-0.00,0.00
4821,-5.83,-0.00,-0.00,0.00
4822,-5.83,-0.00,-0.00,0.00
4823,-5.83,-0.00,0.00,0.00
4824,-5.83,-0.00,0.00,0.00
4825,-5.83,-0.00,0.00,0.00
4826,-5.83,-0.00,0.00,0.00
4827,-5.83,-0.00,0.00,0.00
4828,-5.83,-0.00,0.00,0.00
4829,-5.83,-0.00,0.00,0.00
4830,-5.83,-0.00,0.00,0.00
4831,-5.83,-0.00,0.00,0.00
4832,-5.83,-0.00,0.00,0.00
4833,-5.83,-0.00,0.00,0.00
4834,-5.83,-0.00,0.00,0.00
4835,-5.83,0.00,0.00,0.00
4836,-5.83,-0.00,-0.00,0.00
4837,-5.83,-0.00,-0.00,0.00
4838,-5.83,-0.00,-0.00,0.00
4839,-5.83,-0.00,-0.00,0.00
4840,-5.83,-0.00,-0.00,0.00
4841,-5.83,-0.00,-0.00,0.00
4842,-5.83,-0.00,-0.00,0.00
4843,-5.83,-0.00,-0.00,0.00
4844,-5.83,-0.00,-0.00,0.00
4845,-5.83,-0.00,-0.00,0.00
4846,-5.83,-0.00,-0.00,0.00
4847,-5.83,-0.00,-0.00,0.00
4848,-5.83,-0.00,-0.00,0.00
4849,-5.83,-0.00,-0.00,0.00
4850,-5.83,-0.00,-0.00,0.00
4851,-5.83,-0.00,-0.00,0.00
4852,-5.83,-0.00,-0.00,0.00
4853,-5.83,-0.00,-0.00,0.00
4854,-5.83,-0.00,0.00,0.00
4855,-5.83,-0.00,0.00,0.00
4856,-5.83,-0.00,0.00,0.00
4857,-5.83,-0.00,0.00,0.00
4858,-5.83,-0.00,0.00,0.00
4859,-5.83,-0.00,0.00,0.00
4860,-5.83,-0.00,0.00,0.00
4861,-5.83,-0.00,0.00,0.00
4862,-5.83,-0.00,0.00,0.00
4863,-5.83,-0.00,0.00,0.00
4864,-5.83,-0.00,0.00,0.00
4865,-5.83,-0.00,0.00,0.00
4866,-5.83,0.00,0.00,0.00
4867,-5.83,-0.00,-0.00,0.00
4868,-5.83,-0.00,-0.00,0.00
4869,-5.83,-0.00,-0.00,0.00
4870,-5.83,-0.00,-0.00,0.00
4871,-5.83,-0.00,-0.00,0.00
4872,-5.83,-0.00,-0.00,0.00
4873,-5.83,-0.00,-0.00,0.00
4874,-5.83,-0.00,-0.00,0.00
4875,-5.83,-0.00,-0.00,0.00
4876,-5.83,-0.00,-0.00,0.00
4877,-5.83,-0.00,-0.00,0.00
4878,-5.83,-0.00,-0.00,0.00
4879,-5.83,-0.00,-0.00,0.00
4880,-5.83,-0.00,-0.00,0.00
4881,-5.83,-0.00,-0.00,0.00
4882,-5.83,-0.00,-0.00,0.00
4883,-5.83,-0.00,-0.00,0.00
4884,-5.83,-0.00,-0.00,0.00
4885,-5.83,-0.00,0.00,0.00
4886,-5.83,-0.00,0.00,0.00
4887,-5.83,-0.00,0.00,0.00
4888,-5.83,-0.00,0.00,0.00
4889,-5.83,-0.00,0.00,0.00
4890,-5.83,-0.00,0.00,0.00
4891,-5.83,-0.00,0.00,0.00
4892,-5.83,-0.00,0.00,0.00
4893,-5.83,-0.00,0.00,0.00
4894,-5.83,-0.00,0.00,0.00
4895,-5.83,-0.00,0.00,0.00
4896,-5.83,-0.00,0.00,0.00
4897,-5.83,0.00,0.00,0.00
4898,-5.83,-0.00,-0.00,0.00
4899,-5.83,-0.00,-0.00,0.00
4900,-5.83,-0.00,-0.00,0.00
4901,-5.83,-0.00,-0.00,0.00
4902,-5.83,-0.00,-0.00,0.00
4903,-5.83,-0.00,-0.00,0.00
4904,-5.83,-0.00,-0.00,0.00
4905,-5.83,-0.00,-0.00,0.00
4906,-5.83,-0.00,-0.00,0.00
4907,-5.83,-0.00,-0.00,0.00
4908,-5.83,-0.00,-0.00,0.00
4909,-5.83,-0.00,-0.00,0.00
4910,-5.83,-0.00,-0.00,0.00
4911,-5.83,-0.00,-0.00,0.00
4912,-5.83,-0.00,-0.00,0.00
4913,-5.83,-0.00,-0.00,0.00
4914,-5.83,-0.00,-0.00,0.00
4915,-5.83,-0.00,-0.00,0.00
4916,-5.83,-0.00,0.00,0.00
4917,-5.83,-0.00,0.00,0.00
4918,-5.83,-0.00,0.00,0.00
4919,-5.83,-0.00,0.00,0.00
4920,-5.83,-0.00,0.00,0.00
4921,-5.83,-0.00,0.00,0.00
4922,-5.83,-0.00,0.00,0.00
4923,-5.83,-0.00,0.00,0.00
4924,-5.83,-0.00,0.00,0.00
4925,-5.83,-0.00,0.00,0.00
4926,-5.83,-0.00,0.00,0.00
4927,-5.83,-0.00,0.00,0.00
4928,-5.83,0.00,0.00,0.00
4929,-5.83,-0.00,-0.00,0.00
4930,-5.83,-0.00,-0.00,0.00
4931,-5.83,-0.00,-0.00,0.00
4932,-5.83,-0.00,-0.00,0.00
4933,-5.83,-0.00,-0.00,0.00
4934,-5.83,-0.00,-0.00,0.00
4935,-5.83,-0.00,-0.00,0.00
4936,-5.83,-0.00,-0.00,0.00
4937,-5.83,-0.00,-0.00,0.00
4938,-5.83,-0.00,-0.00,0.00
4939,-5.83,-0.00,-0.00,0.00
4940,-5.83,-0.00,-0.00,0.00
4941,-5.83,-0.00,-0.00,0.00
4942,-5.83,-0.00,-0.00,0.00
4943,-5.83,-0.00,-0.00,0.00
4944,-5.83,-0.00,-0.00,0.00
4945,-5.83,-0.00,-0.00,0.00
4946,-5.83,-0.00,-0.00,0.00
4947,-5.83,-0.00,0.00,0.00
4948,-5.83,-0.00,0.00,0.00
4949,-5.83,-0.00,0.00,0.00
4950,-5.83,-0.00,0.00,0.00
